프로젝트,D/P&BOM 코드,D/P&BOM 내역,설계기능,도면종류,협력사,직영책임부서,작업 출도계획,작업 출도실적
P2,DPBOM000000213,철의장,F2,D5,D5,D3,2014-04-07,2013-12-03
P2,DPBOM000000214,가공,F2,D2,D5,D3,2014-05-20,2014-05-15
P2,DPBOM000000886,도장,F1,D1,,D1,2014-06-19,2014-03-31
P2,DPBOM000000215,가공,F2,D2,,D3,2014-04-06,2014-03-27
P2,DPBOM000000216,족장,F3,D3,,D4,2014-04-03,2014-02-11
P2,DPBOM000000887,재마킹,F4,D6,,D3,2014-04-03,2014-03-18
P2,DPBOM000000889,가공,F4,D7,,D3,2014-04-06,2014-03-24
P2,DPBOM000000217,의장,F1,D8,,D1,2014-03-30,2014-01-23
P2,DPBOM000000218,공작,F2,D4,,D3,2014-04-03,2014-03-30
P2,DPBOM000000219,철의장,F5,D5,,D3,2014-01-19,2013-11-13
P2,DPBOM000000220,철의장,F2,D5,,D3,2014-02-18,2013-12-16
P2,DPBOM000000221,가공,F2,D2,,D3,2014-03-24,2014-03-17
P2,DPBOM000000224,가공,F2,D2,,D3,2014-03-24,2014-03-17
P2,DPBOM000000226,가공,F4,D7,,D3,2014-03-24,2014-03-12
P2,DPBOM000000890,가공,F2,D2,,D3,2014-03-13,2014-03-09
P2,DPBOM000000891,가공,F4,D7,,D3,2014-03-13,2014-03-03
P2,DPBOM000000892,도장,F1,D1,,D1,2014-03-26,2014-02-26
P2,DPBOM000000229,가공,F2,D2,,D3,2014-02-16,2014-02-06
P2,DPBOM000000230,족장,F3,D3,,D4,2014-02-12,2014-02-11
P2,DPBOM000000231,재마킹,F4,D6,,D3,2014-02-12,2014-02-04
P2,DPBOM000000232,가공,F4,D7,,D3,2014-02-16,2014-02-04
P2,DPBOM000000233,의장,F1,D8,,D1,2014-02-06,2014-01-26
P2,DPBOM000000234,공작,F2,D4,,D3,2014-02-12,2014-02-04
P2,DPBOM000000235,철의장,F2,D5,,D3,2013-12-24,2013-11-04
P2,DPBOM000000236,가공,F2,D2,,D3,2014-01-20,2014-01-14
P2,DPBOM000000238,가공,F4,D7,,D3,2014-01-20,2014-01-13
P2,DPBOM000000239,가공,F2,D2,,D3,2014-01-22,2014-01-14
P2,DPBOM000000893,가공,F4,D7,,D3,2014-01-22,2014-01-13
P2,DPBOM000000894,도장,F1,D1,,D1,2014-04-22,2014-03-31
P2,DPBOM000000248,가공,F2,D2,,D3,2014-02-16,2014-02-09
P2,DPBOM000000895,족장,F3,D3,,D4,2014-03-10,2014-02-11
P2,DPBOM000000896,재마킹,F4,D6,,D3,2014-03-10,2014-03-03
P2,DPBOM000000898,가공,F4,D7,,D3,2014-02-16,2014-02-04
P2,DPBOM000000249,의장,F1,D8,,D1,2014-03-04,2014-01-23
P2,DPBOM000000250,공작,F2,D4,,D3,2014-03-10,2014-03-03
P2,DPBOM000000251,철의장,F2,D5,,D3,2014-01-06,2013-12-01
P2,DPBOM000000252,가공,F2,D2,,D3,2014-02-16,2014-02-09
P2,DPBOM000000255,가공,F2,D2,,D3,2014-02-16,2014-02-09
P2,DPBOM000000257,가공,F4,D7,,D3,2014-02-16,2014-02-04
P2,DPBOM000000900,가공,F2,D2,,D3,2014-02-16,2014-02-09
P2,DPBOM000000901,가공,F4,D7,,D3,2014-02-16,2014-02-04
P2,DPBOM000000902,가공,F2,D2,,D3,2014-02-16,2014-02-09
P2,DPBOM000000903,도장,F1,D1,,D1,2014-05-27,2014-03-31
P2,DPBOM000000904,가공,F2,D2,,D3,2014-03-25,2014-03-18
P2,DPBOM000000905,재마킹,F4,D6,,D3,2014-03-11,2014-02-25
P2,DPBOM000000907,의장,F1,D8,,D1,2014-03-05,2014-01-23
P2,DPBOM000000908,공작,F2,D4,,D3,2014-03-11,2014-03-05
P2,DPBOM000000909,철의장,F2,D5,,D3,2014-01-22,2013-12-16
P2,DPBOM000000910,가공,F2,D2,,D3,2014-03-10,2014-03-04
P2,DPBOM000000911,가공,F4,D7,,D3,2014-03-10,2014-02-24
P2,DPBOM000000912,가공,F2,D2,,D3,2014-03-06,2014-03-04
P2,DPBOM000000913,가공,F4,D7,,D3,2014-03-06,2014-02-24
P2,DPBOM000000914,가공,F4,D7,,D3,2014-02-20,2014-02-11
P2,DPBOM000000915,가공,F4,D7,,D3,2014-02-17,2014-02-05
P2,DPBOM000000916,도장,F1,D1,,D1,2014-05-04,2014-03-31
P2,DPBOM000000260,가공,F2,D2,,D3,2014-03-10,2014-03-04
P2,DPBOM000000261,족장,F3,D3,,D4,2014-03-19,2014-02-11
P2,DPBOM000000262,재마킹,F4,D6,,D3,2014-03-19,2014-03-04
P2,DPBOM000000265,공작,F2,D4,,D3,2014-03-19,2014-03-17
P2,DPBOM000000266,철의장,F2,D5,,D3,2014-01-28,2013-12-18
P2,DPBOM000000267,가공,F2,D2,,D3,2014-02-25,2014-02-18
P2,DPBOM000000918,가공,F4,D7,,D3,2014-02-25,2014-02-12
P2,DPBOM000000919,도장,F1,D1,,D1,2014-05-04,2014-03-31
P2,DPBOM000000269,가공,F2,D2,,D3,2014-03-16,2014-03-10
P2,DPBOM000000920,족장,F3,D3,,D4,2014-03-23,2014-02-11
P2,DPBOM000000921,재마킹,F4,D6,,D3,2014-03-23,2014-03-16
P2,DPBOM000000923,가공,F4,D7,,D3,2014-03-16,2014-03-05
P2,DPBOM000000270,공작,F2,D4,,D3,2014-03-23,2014-03-19
P2,DPBOM000000271,철의장,F2,D5,,D3,2014-01-30,2013-12-16
P2,DPBOM000000272,가공,F2,D2,,D3,2014-02-27,2014-02-24
P2,DPBOM000000274,가공,F4,D7,,D3,2014-02-27,2014-02-16
P2,DPBOM000000924,도장,F1,D1,,D1,2014-04-07,2014-02-26
P2,DPBOM000000925,가공,F2,D2,,D3,2014-02-19,2014-02-12
P2,DPBOM000000926,족장,F3,D3,,D4,2014-03-13,2014-02-11
P2,DPBOM000000927,공작,F2,D4,,D3,2014-03-13,2014-03-11
P2,DPBOM000000928,철의장,F2,D5,,D3,2014-01-22,2013-12-18
P2,DPBOM000000929,가공,F2,D2,,D3,2014-04-09,2014-04-02
P2,DPBOM000000930,도장,F1,D1,,D1,2014-04-20,2014-03-31
P2,DPBOM000000283,가공,F2,D2,,D3,2014-03-06,2014-02-27
P2,DPBOM000000284,족장,F3,D3,,D4,2014-03-16,2014-02-11
P2,DPBOM000000931,재마킹,F4,D6,,D3,2014-03-16,2014-03-10
P2,DPBOM000000932,의장,F1,D8,,D1,2014-03-10,2014-01-23
P2,DPBOM000000285,공작,F2,D4,,D3,2014-03-16,2014-03-16
P2,DPBOM000000286,철의장,F2,D5,,D3,2014-01-23,2013-12-16
P2,DPBOM000000287,가공,F2,D2,,D3,2014-02-20,2014-02-18
P2,DPBOM000000289,가공,F4,D7,,D3,2014-02-20,2014-02-11
P2,DPBOM000000290,가공,F2,D2,,D3,2014-02-20,2014-02-18
P2,DPBOM000000292,가공,F4,D7,,D3,2014-02-20,2014-02-11
P2,DPBOM000000933,도장,F1,D1,,D1,2014-04-24,2014-03-31
P2,DPBOM000000294,가공,F2,D2,,D3,2014-03-13,2014-03-10
P2,DPBOM000000295,족장,F3,D3,,D4,2014-03-24,2014-02-11
P2,DPBOM000000934,재마킹,F4,D6,,D3,2014-03-24,2014-03-16
P2,DPBOM000000297,공작,F2,D4,,D3,2014-03-24,2014-03-20
P2,DPBOM000000298,철의장,F2,D5,,D3,2014-01-30,2013-12-15
P2,DPBOM000000299,가공,F2,D2,,D3,2014-03-03,2014-02-25
P2,DPBOM000000301,가공,F4,D7,,D3,2014-03-03,2014-02-19
P2,DPBOM000000307,가공,F2,D2,,D3,2014-05-13,2014-04-17
P2,DPBOM000000935,도장,F1,D1,,D1,2014-04-20,2014-03-31
P2,DPBOM000000936,가공,F2,D2,,D3,2014-03-05,2014-02-24
P2,DPBOM000000937,족장,F3,D3,,D4,2014-03-26,2014-02-11
P2,DPBOM000000938,공작,F2,D4,,D3,2014-03-26,2014-03-18
P2,DPBOM000000939,철의장,F2,D5,,D3,2014-02-06,2013-12-22
P2,DPBOM000000940,도장,F1,D1,,D1,2014-06-05,2014-03-31
P2,DPBOM000000308,가공,F2,D2,,D3,2014-05-06,2014-04-16
P2,DPBOM000000309,족장,F3,D3,,D4,2014-05-06,2014-02-11
P2,DPBOM000000310,공작,F2,D4,,D3,2014-05-20,2014-05-12
P2,DPBOM000000311,철의장,F2,D5,,D3,2014-03-20,2013-12-16
P2,DPBOM000000941,가공,F2,D2,,D3,2014-04-22,2014-04-14
P2,DPBOM000000942,도장,F1,D1,,D1,2014-05-06,2014-03-31
P2,DPBOM000000312,가공,F2,D2,,D3,2014-03-12,2014-03-04
P2,DPBOM000000313,족장,F3,D3,,D4,2014-03-18,2014-02-11
P2,DPBOM000000943,재마킹,F4,D6,,D3,2014-03-18,2014-03-04
P2,DPBOM000000945,의장,F1,D8,,D1,2014-03-12,2014-01-23
P2,DPBOM000000314,공작,F2,D4,,D3,2014-03-18,2014-03-13
P2,DPBOM000000315,철의장,F2,D5,,D3,2014-01-23,2013-12-16
P2,DPBOM000000316,가공,F2,D2,,D3,2014-02-26,2014-02-18
P2,DPBOM000000318,가공,F4,D7,,D3,2014-02-26,2014-02-16
P2,DPBOM000000319,가공,F2,D2,,D3,2014-02-26,2014-02-18
P2,DPBOM000000946,가공,F4,D7,,D3,2014-02-26,2014-02-16
P2,DPBOM000000947,가공,F2,D2,,D3,2014-03-10,2014-02-18
P2,DPBOM000000320,가공,F2,D2,,D3,2014-02-24,2014-02-18
P2,DPBOM000000321,가공,F2,D2,,D3,2014-02-24,2014-02-18
P2,DPBOM000000948,도장,F1,D1,,D1,2014-05-07,2014-03-31
P2,DPBOM000000322,가공,F2,D2,,D3,2014-03-13,2014-03-09
P2,DPBOM000000323,족장,F3,D3,,D4,2014-03-23,2014-02-11
P2,DPBOM000000949,재마킹,F4,D6,,D3,2014-03-23,2014-03-10
P2,DPBOM000000324,공작,F2,D4,,D3,2014-03-23,2014-03-17
P2,DPBOM000000325,철의장,F2,D5,,D3,2014-02-02,2013-12-16
P2,DPBOM000000326,가공,F2,D2,,D3,2014-02-27,2014-02-19
P2,DPBOM000000328,가공,F4,D7,,D3,2014-02-27,2014-02-16
P2,DPBOM000000951,도장,F1,D1,,D1,2014-06-18,2014-03-31
P2,DPBOM000000952,가공,F2,D2,,D3,2014-04-15,2014-04-10
P2,DPBOM000000953,족장,F3,D3,,D4,2014-05-05,2014-02-11
P2,DPBOM000000954,공작,F2,D4,,D3,2014-05-14,2014-05-04
P2,DPBOM000000955,철의장,F2,D5,,D3,2014-03-18,2014-02-09
P2,DPBOM000000956,도장,F1,D1,,D1,2014-06-02,2014-03-31
P2,DPBOM000000330,가공,F2,D2,,D3,2014-04-01,2014-03-27
P2,DPBOM000000331,족장,F3,D3,,D4,2014-03-27,2014-02-11
P2,DPBOM000000957,재마킹,F4,D6,,D3,2014-03-27,2014-03-16
P2,DPBOM000000958,의장,F1,D8,,D1,2014-03-23,2014-01-23
P2,DPBOM000000332,공작,F2,D4,,D3,2014-03-27,2014-03-24
P2,DPBOM000000333,철의장,F2,D5,,D3,2014-02-10,2013-12-16
P2,DPBOM000000334,가공,F2,D2,,D3,2014-03-19,2014-03-17
P2,DPBOM000000335,가공,F2,D2,,D3,2014-03-19,2014-03-17
P2,DPBOM000000959,가공,F2,D2,,D3,2014-03-19,2014-03-17
P2,DPBOM000000960,가공,F4,D7,,D3,2014-03-19,2014-03-09
P2,DPBOM000000961,가공,F2,D2,,D3,2014-03-19,2014-03-17
P2,DPBOM000000962,가공,F4,D7,,D3,2014-03-19,2014-03-09
P2,DPBOM000000338,가공,F2,D2,,D3,2014-03-06,2014-03-04
P2,DPBOM000000339,가공,F2,D2,,D3,2014-03-06,2014-03-04
P2,DPBOM000000963,가공,F2,D2,,D3,2014-03-06,2014-03-04
P2,DPBOM000000964,도장,F1,D1,,D1,2014-06-02,2014-03-31
P2,DPBOM000000340,가공,F2,D2,,D3,2014-04-06,2014-04-01
P2,DPBOM000000341,족장,F3,D3,,D4,2014-04-01,2014-02-11
P2,DPBOM000000965,재마킹,F4,D6,,D3,2014-04-01,2014-03-19
P2,DPBOM000000342,공작,F2,D4,,D3,2014-04-01,2014-03-30
P2,DPBOM000000343,철의장,F2,D5,,D3,2014-02-13,2013-12-16
P2,DPBOM000000344,가공,F2,D2,,D3,2014-03-24,2014-03-23
P2,DPBOM000000345,가공,F2,D2,,D3,2014-03-24,2014-03-23
P2,DPBOM000000347,가공,F4,D7,,D3,2014-03-24,2014-03-12
P2,DPBOM000000348,가공,F2,D2,,D3,2014-03-11,2014-03-09
P2,DPBOM000000966,도장,F1,D1,,D1,2014-06-26,2014-03-31
P2,DPBOM000000354,가공,F2,D2,,D3,2014-05-22,2014-05-18
P2,DPBOM000000967,족장,F3,D3,,D4,2014-06-05,2014-02-11
P2,DPBOM000000355,공작,F2,D4,,D3,2014-06-18,2014-06-15
P2,DPBOM000000356,철의장,F2,D5,,D3,2014-04-16,2014-03-12
P2,DPBOM000000968,도장,F1,D1,,D1,2014-06-26,2014-03-31
P2,DPBOM000000969,가공,F2,D2,,D3,2014-05-15,2014-05-06
P2,DPBOM000000970,공작,F2,D4,,D3,2014-06-18,2014-06-15
P2,DPBOM000000971,철의장,F2,D5,,D3,2014-04-17,2014-03-12
P2,DPBOM000000972,도장,F1,D1,,D1,2014-05-15,2014-03-31
P2,DPBOM000000357,가공,F2,D2,,D3,2014-03-04,2014-02-24
P2,DPBOM000000359,재마킹,F4,D6,,D3,2014-03-25,2014-02-04
P2,DPBOM000000360,가공,F4,D7,,D3,2014-03-04,2014-02-19
P2,DPBOM000000361,의장,F1,D8,,D1,2014-02-06,2014-01-23
P2,DPBOM000000362,공작,F2,D4,,D3,2014-02-12,2014-02-04
P2,DPBOM000000363,철의장,F2,D5,,D3,2013-12-30,2013-11-17
P2,DPBOM000000364,가공,F2,D2,,D3,2014-01-20,2014-01-13
P2,DPBOM000000974,도장,F1,D1,,D1,2014-04-06,2014-03-31
P2,DPBOM000000975,가공,F2,D2,,D3,2014-01-27,2014-01-15
P2,DPBOM000000976,재마킹,F4,D6,,D3,2014-02-12,2014-02-05
P2,DPBOM000000977,의장,F1,D8,,D1,2014-02-06,2014-01-23
P2,DPBOM000000978,공작,F2,D4,,D3,2014-02-12,2014-02-05
P2,DPBOM000000979,철의장,F2,D5,,D3,2013-11-24,2013-11-17
P2,DPBOM000000980,가공,F2,D2,,D3,2014-01-20,2014-01-15
P2,DPBOM000000981,가공,F4,D7,,D3,2014-01-20,2014-01-19
P2,DPBOM000000982,도장,F1,D1,,D1,2014-06-19,2014-03-31
P2,DPBOM000000983,가공,F2,D2,,D3,2014-05-06,2014-04-15
P2,DPBOM000000984,재마킹,F4,D6,,D3,2014-05-04,2014-04-14
P2,DPBOM000000986,가공,F4,D7,,D3,2014-05-06,2014-04-23
P2,DPBOM000000987,공작,F2,D4,,D3,2014-05-04,2014-04-15
P2,DPBOM000000988,철의장,F2,D5,,D3,2014-03-06,2013-11-17
P2,DPBOM000000989,가공,F4,D7,,D3,2014-04-07,2014-03-27
P2,DPBOM000000990,가공,F4,D7,,D3,2014-04-16,2014-04-06
P2,DPBOM000000991,가공,F4,D7,,D3,2014-04-06,2014-03-24
P2,DPBOM000000992,도장,F1,D1,,D1,2014-04-08,2014-03-31
P2,DPBOM000000370,가공,F2,D2,,D3,2014-02-02,2014-01-28
P2,DPBOM000000371,족장,F3,D3,,D4,2014-02-12,2014-02-11
P2,DPBOM000000993,재마킹,F4,D6,,D3,2014-02-12,2014-02-04
P2,DPBOM000000372,의장,F1,D8,,D1,2014-02-06,2014-01-23
P2,DPBOM000000373,공작,F2,D4,,D3,2014-02-12,2014-02-04
P2,DPBOM000000374,철의장,F2,D5,,D3,2013-12-02,2013-10-13
P2,DPBOM000000375,가공,F2,D2,,D3,2014-01-20,2014-01-19
P2,DPBOM000000377,가공,F4,D7,,D3,2014-01-20,2014-01-19
P2,DPBOM000000994,가공,F2,D2,,D3,2014-05-14,2014-04-24
P2,DPBOM000000995,도장,F1,D1,,D1,2014-05-05,2014-03-31
P2,DPBOM000000996,가공,F2,D2,,D3,2014-02-24,2014-02-17
P2,DPBOM000000997,재마킹,F4,D6,,D3,2014-02-26,2014-02-11
P2,DPBOM000000998,공작,F2,D4,,D3,2014-02-26,2014-02-18
P2,DPBOM000000999,철의장,F2,D5,,D3,2013-12-17,2013-11-17
P2,DPBOM000001000,가공,F2,D2,,D3,2014-02-05,2014-01-28
P2,DPBOM000001001,가공,F4,D7,,D3,2014-02-05,2014-02-04
P2,DPBOM000001002,가공,F4,D7,,D3,2014-07-21,2014-07-08
P2,DPBOM000001003,철의장,F2,D5,,D3,2014-01-07,2013-11-17
P2,DPBOM000001004,도장,F1,D1,,D1,2014-07-20,2014-03-31
P2,DPBOM000000378,가공,F2,D2,,D3,2014-06-02,2014-05-13
P2,DPBOM000000379,족장,F3,D3,,D4,2014-06-02,2014-02-11
P2,DPBOM000001005,재마킹,F4,D6,,D3,2014-06-16,2014-06-02
P2,DPBOM000000381,공작,F2,D4,,D3,2014-06-16,2014-06-03
P2,DPBOM000000382,철의장,F2,D5,,D3,2014-03-31,2013-11-17
P2,DPBOM000000383,가공,F2,D2,,D3,2014-05-15,2014-04-24
P2,DPBOM000001007,가공,F4,D7,,D3,2014-05-15,2014-04-24
P2,DPBOM000000388,가공,F4,D7,,D3,2014-05-20,2014-05-14
P2,DPBOM000001008,도장,F1,D1,,D1,2014-07-14,2014-03-31
P2,DPBOM000000391,가공,F2,D2,,D3,2014-05-19,2014-05-04
P2,DPBOM000000392,족장,F3,D3,,D4,2014-05-28,2014-02-11
P2,DPBOM000001009,재마킹,F4,D6,,D3,2014-06-04,2014-05-29
P2,DPBOM000000393,의장,F1,D8,,D1,2014-05-22,2014-01-23
P2,DPBOM000000394,공작,F2,D4,,D3,2014-06-04,2014-05-27
P2,DPBOM000000395,철의장,F2,D5,,D3,2014-04-10,2013-11-17
P2,DPBOM000000396,가공,F2,D2,,D3,2014-05-06,2014-04-15
P2,DPBOM000000398,가공,F4,D7,,D3,2014-05-06,2014-04-21
P2,DPBOM000001011,도장,F1,D1,,D1,2014-06-02,2014-03-31
P2,DPBOM000001012,가공,F2,D2,,D3,2014-03-18,2014-03-11
P2,DPBOM000001013,족장,F3,D3,,D4,2014-03-20,2014-02-11
P2,DPBOM000001014,재마킹,F4,D6,,D3,2014-03-20,2014-03-04
P2,DPBOM000001016,공작,F2,D4,,D3,2014-03-20,2014-03-12
P2,DPBOM000001017,철의장,F2,D5,,D3,2014-01-07,2013-11-17
P2,DPBOM000001018,가공,F2,D2,,D3,2014-02-26,2014-02-17
P2,DPBOM000001019,가공,F4,D7,,D3,2014-02-26,2014-02-16
P2,DPBOM000001020,도장,F1,D1,,D1,2014-05-07,2014-03-31
P2,DPBOM000000399,가공,F2,D2,,D3,2014-02-27,2014-02-18
P2,DPBOM000000400,족장,F3,D3,,D4,2014-03-04,2014-02-11
P2,DPBOM000001021,재마킹,F4,D6,,D3,2014-03-04,2014-02-24
P2,DPBOM000000401,의장,F1,D8,,D1,2014-02-25,2014-01-23
P2,DPBOM000000402,공작,F2,D4,,D3,2014-03-04,2014-02-23
P2,DPBOM000000403,철의장,F2,D5,,D3,2013-12-22,2013-11-17
P2,DPBOM000000404,가공,F2,D2,,D3,2014-02-10,2014-02-04
P2,DPBOM000001022,가공,F4,D7,,D3,2014-02-10,2014-02-04
P2,DPBOM000001023,도장,F1,D1,,D1,2014-07-29,2014-04-15
P2,DPBOM000001024,가공,F2,D2,,D3,2014-02-05,2014-01-26
P2,DPBOM000001025,족장,F3,D3,,D4,2014-02-12,2014-02-11
P2,DPBOM000001026,재마킹,F4,D6,,D3,2014-02-12,2014-02-04
P2,DPBOM000001027,공작,F2,D4,,D3,2014-02-12,2014-02-04
P2,DPBOM000001028,철의장,F2,D5,,D3,2013-11-27,2013-11-17
P2,DPBOM000001029,가공,F2,D2,,D3,2014-01-20,2014-01-15
P2,DPBOM000001030,가공,F4,D7,,D3,2014-01-20,2014-01-13
P2,DPBOM000001031,가공,F2,D2,,D3,2014-01-20,2014-01-15
P2,DPBOM000001032,가공,F4,D7,,D3,2014-01-20,2014-01-13
P2,DPBOM000001033,가공,F4,D7,,D3,2014-02-05,2014-02-04
P2,DPBOM000001034,도장,F1,D1,,D1,2014-05-12,2014-03-31
P2,DPBOM000000413,가공,F2,D2,,D3,2014-03-05,2014-02-26
P2,DPBOM000000414,족장,F3,D3,,D4,2014-03-09,2014-02-11
P2,DPBOM000001035,재마킹,F4,D6,,D3,2014-03-09,2014-02-25
P2,DPBOM000000415,의장,F1,D8,,D1,2014-03-03,2014-01-23
P2,DPBOM000000416,공작,F2,D4,,D3,2014-03-09,2014-03-04
P2,DPBOM000000417,철의장,F2,D5,,D3,2013-12-25,2013-11-17
P2,DPBOM000000418,가공,F2,D2,,D3,2014-02-13,2014-02-10
P2,DPBOM000001036,가공,F4,D7,,D3,2014-02-13,2014-02-04
P2,DPBOM000001037,도장,F1,D1,,D1,2014-06-22,2014-03-31
P2,DPBOM000001038,가공,F2,D2,,D3,2014-05-06,2014-04-15
P2,DPBOM000001039,족장,F3,D3,,D4,2014-05-04,2014-02-11
P2,DPBOM000001040,재마킹,F4,D6,,D3,2014-05-05,2014-04-14
P2,DPBOM000001042,공작,F2,D4,,D3,2014-05-05,2014-04-15
P2,DPBOM000001043,철의장,F2,D5,,D3,2014-03-24,2013-11-17
P2,DPBOM000001044,가공,F2,D2,,D3,2014-04-14,2014-03-25
P2,DPBOM000001045,가공,F4,D7,,D3,2014-04-14,2014-04-02
P2,DPBOM000001046,가공,F2,D2,,D3,2014-04-21,2014-04-01
P2,DPBOM000001047,가공,F4,D7,,D3,2014-04-21,2014-04-08
P2,DPBOM000001048,가공,F2,D2,,D3,2014-04-16,2014-03-27
P2,DPBOM000001049,가공,F4,D7,,D3,2014-04-07,2014-03-27
P2,DPBOM000001050,도장,F1,D1,,D1,2014-06-30,2014-03-31
P2,DPBOM000001051,가공,F2,D2,,D3,2014-05-06,2014-04-15
P2,DPBOM000001052,족장,F3,D3,,D4,2014-04-17,2014-02-11
P2,DPBOM000001053,재마킹,F4,D6,,D3,2014-04-17,2014-04-01
P2,DPBOM000001055,공작,F2,D4,,D3,2014-04-17,2014-04-09
P2,DPBOM000001056,철의장,F2,D5,,D3,2014-02-27,2013-11-17
P2,DPBOM000001057,가공,F2,D2,,D3,2014-04-16,2014-03-27
P2,DPBOM000001058,가공,F4,D7,,D3,2014-04-16,2014-04-06
P2,DPBOM000001059,가공,F2,D2,,D3,2014-04-16,2014-03-27
P2,DPBOM000001060,가공,F4,D7,,D3,2014-04-16,2014-04-06
P2,DPBOM000001061,가공,F2,D2,,D3,2014-04-17,2014-03-27
P2,DPBOM000001062,가공,F2,D2,,D3,2014-04-20,2014-03-30
P2,DPBOM000001063,가공,F4,D7,,D3,2014-04-20,2014-04-07
P2,DPBOM000001064,가공,F4,D7,,D3,2014-03-27,2014-03-16
P2,DPBOM000001065,도장,F1,D1,,D1,2014-06-30,2014-03-31
P2,DPBOM000001066,가공,F2,D2,,D3,2014-05-06,2014-04-15
P2,DPBOM000001067,재마킹,F4,D6,,D3,2014-05-05,2014-04-14
P2,DPBOM000001069,공작,F2,D4,,D3,2014-05-05,2014-04-15
P2,DPBOM000001070,철의장,F2,D5,,D3,2014-03-06,2013-11-17
P2,DPBOM000001071,가공,F2,D2,,D3,2014-04-16,2014-03-27
P2,DPBOM000001072,가공,F4,D7,,D3,2014-04-16,2014-04-06
P2,DPBOM000001073,가공,F4,D7,,D3,2014-04-07,2014-03-27
P2,DPBOM000001074,도장,F1,D1,,D1,2014-05-19,2014-03-31
P2,DPBOM000001075,가공,F2,D2,,D3,2014-03-11,2014-03-06
P2,DPBOM000001076,족장,F3,D3,,D4,2014-04-01,2014-02-11
P2,DPBOM000001077,공작,F2,D4,,D3,2014-04-01,2014-03-23
P2,DPBOM000001078,철의장,F2,D5,,D3,2014-01-19,2013-11-17
P2,DPBOM000001079,도장,F1,D1,,D1,2014-05-13,2014-05-08
P2,DPBOM000000431,가공,F2,D2,D5,D3,2014-03-23,2014-03-13
P2,DPBOM000000432,공작,F2,D4,D5,D3,2014-04-13,2014-04-03
P2,DPBOM000000433,철의장,F2,D5,D5,D3,2014-01-30,2014-01-20
P2,DPBOM000001080,가공,F2,D2,,D3,2014-06-05,2014-05-19
P2,DPBOM000001081,공작,F2,D4,,D3,2014-07-13,2014-07-06
P2,DPBOM000001082,철의장,F2,D5,,D3,2014-05-18,2014-03-27
P2,DPBOM000001083,도장,F1,D1,,D1,2014-05-07,2014-04-15
P2,DPBOM000000447,가공,F2,D2,D5,D3,2014-02-27,2014-02-18
P2,DPBOM000000448,족장,F3,D3,,D4,2014-03-04,2014-02-27
P2,DPBOM000000449,재마킹,F4,D6,,D3,2014-03-04,2014-02-19
P2,DPBOM000000450,가공,F4,D7,,D3,2014-02-27,2014-02-17
P2,DPBOM000000451,의장,F1,D8,,D1,2014-02-25,2014-01-23
P2,DPBOM000000452,공작,F2,D4,D5,D3,2014-03-04,2014-02-23
P2,DPBOM000000453,철의장,F2,D5,D5,D3,2013-12-22,2013-11-20
P2,DPBOM000000454,가공,F2,D2,D5,D3,2014-02-10,2014-01-27
P2,DPBOM000001085,가공,F2,D2,D5,D3,2014-02-12,2014-01-27
P2,DPBOM000001086,도장,F1,D1,,D1,2014-05-08,2014-04-15
P2,DPBOM000000455,가공,F2,D2,D5,D3,2014-03-05,2014-03-04
P2,DPBOM000000456,족장,F3,D3,,D4,2014-03-09,2014-02-27
P2,DPBOM000000457,재마킹,F4,D6,,D3,2014-03-09,2014-02-25
P2,DPBOM000000458,가공,F4,D7,,D3,2014-03-05,2014-02-27
P2,DPBOM000000459,의장,F1,D8,,D1,2014-03-03,2014-01-23
P2,DPBOM000000460,공작,F2,D4,D5,D3,2014-03-09,2014-03-04
P2,DPBOM000000461,철의장,F2,D5,D5,D3,2013-12-25,2013-11-20
P2,DPBOM000000462,가공,F2,D2,D5,D3,2014-02-13,2014-02-06
P2,DPBOM000001088,도장,F1,D1,,D1,2014-05-06,2014-04-15
P2,DPBOM000001089,가공,F2,D2,D5,D3,2014-02-24,2014-02-23
P2,DPBOM000001090,족장,F3,D3,,D4,2014-03-03,2014-02-27
P2,DPBOM000001091,재마킹,F4,D6,,D3,2014-03-03,2014-02-24
P2,DPBOM000001092,가공,F4,D7,,D3,2014-02-24,2014-02-19
P2,DPBOM000000463,의장,F1,D8,,D1,2014-02-24,2014-01-23
P2,DPBOM000001093,공작,F2,D4,D5,D3,2014-03-03,2014-02-26
P2,DPBOM000000464,철의장,F2,D5,D5,D3,2013-12-19,2013-11-28
P2,DPBOM000001094,가공,F2,D2,D5,D3,2014-02-09,2014-02-06
P2,DPBOM000001095,도장,F1,D1,,D1,2014-05-14,2014-04-15
P2,DPBOM000000479,가공,F2,D2,D5,D3,2014-03-11,2014-03-09
P2,DPBOM000000480,족장,F3,D3,,D4,2014-03-16,2014-02-27
P2,DPBOM000000481,재마킹,F4,D6,,D3,2014-03-16,2014-03-10
P2,DPBOM000000483,의장,F1,D8,,D1,2014-03-10,2014-01-23
P2,DPBOM000000484,공작,F2,D4,D5,D3,2014-03-16,2014-03-12
P2,DPBOM000000485,철의장,F2,D5,D5,D3,2014-01-01,2013-12-03
P2,DPBOM000000486,가공,F2,D2,D5,D3,2014-02-20,2014-02-18
P2,DPBOM000001097,가공,F4,D7,,D3,2014-02-20,2014-02-11
P2,DPBOM000001098,도장,F1,D1,,D1,2014-05-20,2014-04-14
